id;chapter;section;page;type;prompt;answer_text;options_json
2.24;Kapitel I. 24;2. Rechte und Pflichten;29;multiple_choice;Wer benötigt als Sportschütze ein amts- oder fachärztliches oder fachpsychologisches Gutachten?;;"[{""key"": ""a"", ""text"": ""Sportschützen, die das 25. Lebensjahr noch nicht vollendet haben und erstmalig eine erlaubnis- und bedürfnispflichtige Großkaliberwaffe erwerben wollen."", ""correct"": true}, {""key"": ""b"", ""text"": ""Sportschützen, die das 25. Lebensjahr noch nicht vollendet haben und erstmalig eine Einzellader-Flinten bis Kaliber 12 erwerben wollen."", ""correct"": false}, {""key"": ""c"", ""text"": ""Sportschützen, die das 25. Lebensjahr noch nicht vollendet haben und erstmalig eine Schusswaffe bis Kaliber .22lr (mit Randzündung) erwerben wollen."", ""correct"": false}]"
2.25;Kapitel I. 25;2. Rechte und Pflichten;30;multiple_choice;Welche Schusswaffen dürfen Sie als 20-jähriger Sportschütze ohne vorheriges Gutachten über Ihre persönliche Eignung dauerhaft erwerben?;;"[{""key"": ""a"", ""text"": ""halbautomatische Pistole im Kaliber 9 mm Luger"", ""correct"": false}, {""key"": ""b"", ""text"": ""Double-Action-Revolver im Kaliber .357 Magnum"", ""correct"": false}, {""key"": ""c"", ""text"": ""Bockflinte im Kaliber 12/70"", ""correct"": false}]"
2.26;Kapitel I. 25;2. Rechte und Pflichten;30;self_assessment;Sie wollen ein Kleinkaliber-Repetiergewehr verkaufen. Es interessieren sich 1. ein Jäger, 2. ein Sportschütze. In welcher Form ist der Nachweis der Erwerbsberechtigung in den genannten Fällen zu erbringen?;Zu 1: gültiger Jagdschein Zu 2: Waffenbesitzkarte für Sportschützen oder grüne Waffenbesitzkarte mit Voreintrag;[]
2.27;Kapitel I. 25;2. Rechte und Pflichten;30;multiple_choice;Welche der nebenstehend aufgeführten Schusswaffen kann mit der Waffenbesitzkarte für Sportschützen (gelbe WBK) erworben werden?;;"[{""key"": ""a"", ""text"": ""halbautomatische Langwaffe"", ""correct"": false}, {""key"": ""b"", ""text"": ""einläufige Einzellader-Kurzwaffe"", ""correct"": true}, {""key"": ""c"", ""text"": ""halbautomatische Kurzwaffe"", ""correct"": false}]"
2.28;Kapitel I. 25;2. Rechte und Pflichten;30;multiple_choice;Darf ein Sportschütze seine Repetierbüchse im Kaliber .22lr mit einem Schalldämpfer ausstatten?;;"[{""key"": ""a"", ""text"": ""Nein, Schalldämpfer sind im Bereich des sportlichen Schießens nur für Waffen bei denen Zentralfeuermunition genutzt wird gestattet."", ""correct"": false}, {""key"": ""b"", ""text"": ""Ja, Waffen die Munition mit Randfeuerzündung verschießen dürfen immer mit einem Schalldämpfer ausgestattet werden."", ""correct"": false}, {""key"": ""c"", ""text"": ""Nein, ein Sportschütze darf für keine seiner Waffen einen Schalldämpfer nutzen."", ""correct"": true}]"
2.29;Kapitel I. 25;2. Rechte und Pflichten;30;multiple_choice;Wie viele halbautomatische Büchsen darf ein Sportschütze maximal mit seiner gelben Waffenbesitzkarte er-werben bzw. diese darin eintragen lassen?;;"[{""key"": ""a"", ""text"": ""Keine"", ""correct"": true}, {""key"": ""b"", ""text"": ""Bis zu zehn"", ""correct"": false}, {""key"": ""c"", ""text"": ""Hier gibt es keine Einschränkungen."", ""correct"": false}]"
2.30;Kapitel I. 26;2. Rechte und Pflichten;31;multiple_choice;Wie viele Waffen darf ein Sportschütze maximal mit seiner gelben Waffenbesitzkarte erwerben bzw. diese darin eintragen lassen?;;"[{""key"": ""a"", ""text"": ""Bis zu zehn Waffen, die gemäß den gesetzlichen Vorgaben mit der gelben Waffenbesitzkarte erworben werden dürfen."", ""correct"": true}, {""key"": ""b"", ""text"": ""Unbegrenzte Anzahl, jedoch nur wenn jeweils eine Bedürfnisbescheinigung des Verbandes vorliegt."", ""correct"": false}, {""key"": ""c"", ""text"": ""Unbegrenzte Anzahl, jedoch dürfen keine halbautomatischen Pistolen damit erworben bzw. darin eingetragen werden."", ""correct"": false}]"
2.31;Kapitel I. 26;2. Rechte und Pflichten;31;multiple_choice;Wie viele Schusswaffen dürfen Sie als Sportschütze maximal innerhalb von sechs Monaten bei entsprechendem Bedürfnis erwerben?;;"[{""key"": ""a"", ""text"": ""Zwei"", ""correct"": true}, {""key"": ""b"", ""text"": ""Eine"", ""correct"": false}, {""key"": ""c"", ""text"": ""Drei"", ""correct"": false}]"
2.32;Kapitel I. 26;2. Rechte und Pflichten;31;multiple_choice;Dürfen Schalldämpfer für erlaubnispflichtige Schusswaffen erworben werden?;;"[{""key"": ""a"", ""text"": ""Ja, für alle in der grünen WBK eingetragenen Waffen."", ""correct"": false}, {""key"": ""b"", ""text"": ""Nein"", ""correct"": false}, {""key"": ""c"", ""text"": ""Ja, jedoch unterliegen Schalldämpfer für erlaubnispflichtige Schusswaffen ebenfalls der Erlaubnispflicht."", ""correct"": true}]"
2.33;Kapitel I. 26;2. Rechte und Pflichten;31;multiple_choice;Welche Druckluftwaffen dürfen erlaubnisfrei erworben werden?;;"[{""key"": ""a"", ""text"": ""Alle Druckluftwaffen, deren Geschossen eine Bewegungsenergie von weniger als 7,5 Joule erteilt wird."", ""correct"": false}, {""key"": ""b"", ""text"": ""Alle Druckluftwaffen, die vor dem 01.01.1970 hergestellt und in den Handel gebracht wurden."", ""correct"": true}, {""key"": ""c"", ""text"": ""Alle Druckluftwaffen mit dem Zulassungszeichen „F im Fünfeck“."", ""correct"": true}]"
2.34;Kapitel I. 27;2. Rechte und Pflichten;32;multiple_choice;Welche der folgendermaßen gekennzeichneten Waffen dürfen Sie grundsätzlich als volljährige Person erlaubnisfrei erwerben?;;"[{""key"": ""a"", ""text"": ""Der Aufdruck „Frei ab 18 Jahren“ ist auf allen wesentlichen Teilen der Waffe eingeprägt."", ""correct"": false}, {""key"": ""b"", ""text"": ""Auf der Waffe befindet sich das Zulassungszeichen (PTB im Kreis) oder das Zulassungszeichen (F im Fünfeck)."", ""correct"": true}, {""key"": ""c"", ""text"": ""Auf der Waffe befinden sich die Zulassungszeichen „PTB im Viereck“ und das Zulassungszeichen (F im Fünfeck)."", ""correct"": false}]"
2.35;Kapitel I. 27;2. Rechte und Pflichten;32;multiple_choice;Braucht ein Volljähriger für den Erwerb von Druckluft-, Federdruck- oder CO2-Waffen eine Erwerbsberechtigung?;;"[{""key"": ""a"", ""text"": ""Ja, in jedem Fall."", ""correct"": false}, {""key"": ""b"", ""text"": ""Ja, wenn die Waffe mit „F im Fünfeck“ gekennzeichnet ist."", ""correct"": false}, {""key"": ""c"", ""text"": ""Nein, wenn die Waffe mit „F im Fünfeck“ gekennzeichnet ist."", ""correct"": true}]"
2.36;Kapitel I. 27;2. Rechte und Pflichten;32;multiple_choice;Sie haben in ihrer WBK einen Voreintrag für einen Revolver im Kaliber .38 Spezial. Ihr Waffenhändler bietet Ihnen zu einem sehr günstigen Preis ein Sondermodell im Kaliber .357 Mag. an. Dürfen Sie diesen erwerben?;;"[{""key"": ""a"", ""text"": ""Ja, der Durchmesser (das Kaliber) ist ja gleich."", ""correct"": false}, {""key"": ""b"", ""text"": ""Nein, die Magnum-Patrone ist länger."", ""correct"": false}, {""key"": ""c"", ""text"": ""Nein, weil Sie keinen entsprechenden Voreintrag haben."", ""correct"": true}]"
2.37;Kapitel I. 27;2. Rechte und Pflichten;32;multiple_choice;An wen dürfen erlaubnispflichtige Pistolen verkauft werden?;;"[{""key"": ""a"", ""text"": ""Reservisten der Bundeswehr"", ""correct"": false}, {""key"": ""b"", ""text"": ""Polizeibeamte"", ""correct"": false}, {""key"": ""c"", ""text"": ""Personen mit Erwerbsberechtigung"", ""correct"": true}]"
2.38;Kapitel I. 28;2. Rechte und Pflichten;33;multiple_choice;Wer benötigt keine Waffenbesitzkarte?;;"[{""key"": ""a"", ""text"": ""Derjenige, der eine Druckluftwaffe, deren Geschosse eine Bewegungsenergie von nicht mehr als 7,5 Joule erteilt wurde und die mit dem Zulassungszeichen „F im Fünfeck“ gekennzeichnet ist, erwirbt."", ""correct"": true}, {""key"": ""b"", ""text"": ""Derjenige, der eine Schreckschuss-, Reizstoff- oder Signalwaffe mit dem Zulassungszeichen „PTB im Kreis“ erwirbt."", ""correct"": true}, {""key"": ""c"", ""text"": ""Derjenige, der eine Zündnadel-Pistole erwirbt, deren Modell vor dem 01.01.1871 hergestellt worden ist."", ""correct"": true}]"
2.39;Kapitel I. 28;2. Rechte und Pflichten;33;multiple_choice;Wer benötigt keine eigene Waffenbesitzkarte?;;"[{""key"": ""a"", ""text"": ""Derjenige, der eine erlaubnispflichtige Schusswaffe nur vorübergehend auf einem Schießstand zum dortigen Schießen erwirbt."", ""correct"": true}, {""key"": ""b"", ""text"": ""Derjenige, der eine erlaubnispflichtige Schusswaffe nur vorübergehend für einen Zeitraum von weniger als einem Monat von einem Berechtigten leiht."", ""correct"": false}, {""key"": ""c"", ""text"": ""Derjenige, der eine erlaubnispflichtige Schusswaffe nur vorübergehend von einem Berechtigten zur gewerbsmäßigen Beförderung, bzw. Lagerung übernimmt."", ""correct"": true}]"
2.40;Kapitel I. 28;2. Rechte und Pflichten;33;multiple_choice;Welches Dokument berechtigt auch zum Erwerb von Munition?;;"[{""key"": ""a"", ""text"": ""Europäischer Feuerwaffenpass"", ""correct"": false}, {""key"": ""b"", ""text"": ""Jagdschein (nur für Langwaffenmunition)"", ""correct"": true}, {""key"": ""c"", ""text"": ""Polizeidienstausweis"", ""correct"": false}]"
2.41;Kapitel I. 29;2. Rechte und Pflichten;34;multiple_choice;Welche Erlaubnisse berechtigen zum Erwerb von Munition?;;"[{""key"": ""a"", ""text"": ""Waffenbesitzkarte, sofern eine Munitionserwerbsberechtigung eingetragen ist."", ""correct"": true}, {""key"": ""b"", ""text"": ""Gültiger Jagdschein (Langwaffenmunition)"", ""correct"": true}, {""key"": ""c"", ""text"": ""Munitionserwerbsschein"", ""correct"": true}]"
2.42;Kapitel I. 29;2. Rechte und Pflichten;34;multiple_choice;Berechtigt die grüne Waffenbesitzkarte zum Munitionserwerb?;;"[{""key"": ""a"", ""text"": ""Ja, wenn ich Sportschütze bin."", ""correct"": false}, {""key"": ""b"", ""text"": ""Nur, soweit für die eingetragenen Waffen die Erlaubnis zum Munitionserwerb in der WBK vermerkt ist."", ""correct"": true}, {""key"": ""c"", ""text"": ""Nein, es ist immer zusätzlich ein Munitionserwerbsschein erforderlich."", ""correct"": false}]"
2.43;Kapitel I. 29;2. Rechte und Pflichten;34;multiple_choice;Mit welcher Erlaubnis kann Munition erworben werden?;;"[{""key"": ""a"", ""text"": ""Sportschützenausweis"", ""correct"": false}, {""key"": ""b"", ""text"": ""Sportschützen-WBK (gelbe WBK)"", ""correct"": true}, {""key"": ""c"", ""text"": ""Sprengstofferlaubnis"", ""correct"": false}]"
2.44;Kapitel I. 29;2. Rechte und Pflichten;34;multiple_choice;Eine Munitionserwerbsberechtigung für Patronen im Kaliber .357 Magnum berechtigt zum Erwerb von Munition...;;"[{""key"": ""a"", ""text"": ""auch im Kaliber .38 Special."", ""correct"": true}, {""key"": ""b"", ""text"": ""nur im Kaliber .357 Magnum."", ""correct"": false}, {""key"": ""c"", ""text"": ""auch im Kaliber 9 mm Luger."", ""correct"": false}]"
2.45;Kapitel I. 29;2. Rechte und Pflichten;34;multiple_choice;Ihre WBK lässt den Erwerb von Munition im Kaliber .357 Magnum zu. Dürfen Sie damit auch Munition 9 mm Luger erwerben?;;"[{""key"": ""a"", ""text"": ""Ja, weil der Durchmesser nur einen minimalen Unterschied aufweist."", ""correct"": false}, {""key"": ""b"", ""text"": ""Nein"", ""correct"": true}, {""key"": ""c"", ""text"": ""Ja, aber ich muss später die Behörde informieren."", ""correct"": false}]"
2.46;Kapitel I. 29;2. Rechte und Pflichten;34;multiple_choice;Ihre WBK lässt den Erwerb von Munition im Kaliber 9 mm Luger zu. Dürfen Sie dann auch Munition im Kaliber 9 mm kurz erwerben?;;"[{""key"": ""a"", ""text"": ""Ja, der Kaliberdurchmesser ist ja identisch."", ""correct"": false}, {""key"": ""b"", ""text"": ""Nur, wenn der Händler mir die Munition überlässt."", ""correct"": false}, {""key"": ""c"", ""text"": ""Nein, nur Patronen im Kaliber 9 mm Luger."", ""correct"": true}]"
2.47;Kapitel I. 30;2. Rechte und Pflichten;35;multiple_choice;Für welche Patronenmunition erhält der Pistolenschütze eine Erlaubnis?;;"[{""key"": ""a"", ""text"": ""Für Munition mit Hohlspitzgeschossen"", ""correct"": true}, {""key"": ""b"", ""text"": ""Für Leuchtspurmunition"", ""correct"": false}, {""key"": ""c"", ""text"": ""Für Betäubungsmunition zu Angriffszwecken"", ""correct"": false}]"
2.48;Kapitel I. 30;2. Rechte und Pflichten;35;multiple_choice;Ist der Erwerb von Presslingen erlaubnispflichtig?;;"[{""key"": ""a"", ""text"": ""Ja, Sprengstofferlaubnis erforderlich"", ""correct"": false}, {""key"": ""b"", ""text"": ""Ja, Munitionserwerbsberechtigung erforderlich"", ""correct"": true}, {""key"": ""c"", ""text"": ""Nein"", ""correct"": false}]"
2.49;Kapitel I. 30;2. Rechte und Pflichten;35;multiple_choice;Darf man Schrotmunition in unbeschränkter Menge erwerben?;;"[{""key"": ""a"", ""text"": ""Ja, auf dem Schießstand zum sofortigen Verbrauch lediglich auf dieser Schießstätte."", ""correct"": true}, {""key"": ""b"", ""text"": ""Ja, mit Erwerbsberechtigung"", ""correct"": true}, {""key"": ""c"", ""text"": ""Nein"", ""correct"": false}]"
2.50;Kapitel I. 30;2. Rechte und Pflichten;35;multiple_choice;Sie überlassen Ihre WBK-pflichtigen Schusswaffen Ihrem Vereinskollegen für die Dauer von 2 Monaten. Er will die Waffen ausprobieren und Ihnen gegebenenfalls abkaufen.;;"[{""key"": ""a"", ""text"": ""Das ist waffenrechtlich erlaubt."", ""correct"": false}, {""key"": ""b"", ""text"": ""Das ist waffenrechtlich nicht erlaubt."", ""correct"": true}, {""key"": ""c"", ""text"": ""WBK-Inhaber dürfen ihre Schusswaffen grundsätzlich immer tauschen."", ""correct"": false}]"
2.51;Kapitel I. 30;2. Rechte und Pflichten;35;multiple_choice;Sie überlassen einem Berechtigten auf Dauer Ihr Großkaliber-Sportgewehr. Innerhalb welcher Frist müssen Sie Ihrer Behörde das Überlassen anzeigen?;;"[{""key"": ""a"", ""text"": ""2 Wochen"", ""correct"": true}, {""key"": ""b"", ""text"": ""4 Wochen"", ""correct"": false}, {""key"": ""c"", ""text"": ""1 Woche"", ""correct"": false}]"
2.52;Kapitel I. 30;2. Rechte und Pflichten;35;multiple_choice;Darf man einem anderen Waffenbesitzkarteninhaber eine Waffe leihen?;;"[{""key"": ""a"", ""text"": ""Ja, für einen von seinem Bedürfnis umfassten Zweck, aber nur vorübergehend, höchstens für einen Monat."", ""correct"": true}, {""key"": ""b"", ""text"": ""Ja, ohne Zweckbindung, aber nur vorübergehend, für die Dauer von maximal einen Monat."", ""correct"": false}, {""key"": ""c"", ""text"": ""Nein, es ist grundsätzlich eine behördliche Genehmigung erforderlich."", ""correct"": false}]"
2.53;Kapitel I. 31;2. Rechte und Pflichten;36;multiple_choice;Unter welchen Voraussetzungen darf Ihnen ein Waffenhändler eine erlaubnispflichtige Schusswaffe zum Ausprobieren ohne vorherige Erlaubnis der zuständigen Behörde überlassen?;;"[{""key"": ""a"", ""text"": ""Überhaupt nicht. Ohne vorherige Erlaubnis ist das immer verboten."", ""correct"": false}, {""key"": ""b"", ""text"": ""Das ist waffenrechtlich für die Dauer von bis zu sechs Wochen ohne weitere Voraussetzung erlaubt."", ""correct"": false}, {""key"": ""c"", ""text"": ""Das ist nur erlaubt, wenn man bereits eine WBK besitzt und der Erwerb vorübergehend ist (höchstens einen Monat)."", ""correct"": true}]"
2.54;Kapitel I. 31;2. Rechte und Pflichten;36;multiple_choice;Was hat der Erbe einer Schusswaffe zu veranlassen?;;"[{""key"": ""a"", ""text"": ""Benachrichtigung des Nachlassgerichts"", ""correct"": false}, {""key"": ""b"", ""text"": ""Änderung der WBK des Verstorbenen"", ""correct"": false}, {""key"": ""c"", ""text"": ""Beantragung einer WBK bei der zuständigen Waffenbehörde binnen eines Monats nach Annahme der Erbschaft"", ""correct"": true}]"
2.55;Kapitel I. 31;2. Rechte und Pflichten;36;multiple_choice;Was muss ein gesetzlicher Erbe einer Schusswaffe tun?;;"[{""key"": ""a"", ""text"": ""Innerhalb eines Monats nach Annahme der Erbschaft die Ausstellung einer WBK beantragen, sofern die Schusswaffe nicht vorher einem Berechtigten überlassen oder unbrauchbar gemacht wird."", ""correct"": true}, {""key"": ""b"", ""text"": ""Änderung der WBK des Verstorbenen beantragen."", ""correct"": false}, {""key"": ""c"", ""text"": ""Ein Erbe ohne waffenrechtliches Bedürfnis muss die geerbte Waffe blockieren lassen, soweit ein geeignetes Blockiersystem verfügbar ist."", ""correct"": true}]"
2.56;Kapitel I. 32;2. Rechte und Pflichten;37;multiple_choice;Sie wollen eine Waffe mit einem anderen Berechtigten dauerhaft tauschen, was müssen Sie berücksichtigen?;;"[{""key"": ""a"", ""text"": ""Ein Waffentausch ist gesetzlich nicht vorgesehen, jeder muss für die angestrebte Waffe erwerbsberechtigt sein und den Erwerb, sowie das Überlassen der anderen Waffe seiner zuständigen Behörde fristgerecht melden."", ""correct"": true}, {""key"": ""b"", ""text"": ""Ein Waffentausch ist nur dann waffenrechtlich zulässig, wenn die Waffenart und das Kaliber gleich bleiben Anschließend ist die zuständige Behörde binnen von 14 Tagen zu informieren."", ""correct"": false}, {""key"": ""c"", ""text"": ""Ein Waffentausch darf nur zwischen den Inhabern zweier gleichartiger Erlaubnisse im Rahmen des von ihrem Bedürfnis umfassten Zweckes erfolgen (z.B. nur zwei Sportschützen)."", ""correct"": false}]"
2.57;Kapitel I. 32;2. Rechte und Pflichten;37;multiple_choice;Welcher Sportschütze muss sich einer amts- oder fachärztlichen oder fachpsychologischen Untersuchung unterziehen, um seine persönliche Eignung zum Waffenerwerb nachzuweisen?;;"[{""key"": ""a"", ""text"": ""18-jähriger Sportschütze für eine Kleinkaliberpistole (KK-Pistole)"", ""correct"": false}, {""key"": ""b"", ""text"": ""21-jähriger Sportschütze für ein Kleinkalibergewehr (KK-Gewehr)"", ""correct"": false}, {""key"": ""c"", ""text"": ""24-jähriger Sportschütze für eine als erste Großkaliberwaffe zu erwerbende halbautomatische Pistole im Kaliber .45 ACP"", ""correct"": true}]"
2.58;Kapitel I. 32;2. Rechte und Pflichten;37;multiple_choice;Für den Erwerb welcher Schusswaffe bedarf es einer Waffenbesitzkarte?;;"[{""key"": ""a"", ""text"": ""mehrschüssiger Vorderlader-Revolver"", ""correct"": true}, {""key"": ""b"", ""text"": ""CO2-Pistole mit Zeichen"", ""correct"": false}, {""key"": ""c"", ""text"": ""Gaspistole mit Zulassungszeichen"", ""correct"": false}]"
2.59;Kapitel I. 33;2. Rechte und Pflichten;38;multiple_choice;Für den Erwerb welcher der nachfolgend genannten Waffen bedarf es einer Waffenbesitzkarte?;;"[{""key"": ""a"", ""text"": ""Druckluftgewehre ohne Zulassungszeichen „F im Fünfeck“, die nach dem 01.01.1970 hergestellt wurden (ausgenommen DDR-Produktion)."", ""correct"": true}, {""key"": ""b"", ""text"": ""Perkussionsrevolver, deren Modell vor dem 01.01.1871 entwickelt wurde."", ""correct"": true}, {""key"": ""c"", ""text"": ""Waffen in 4 mm M20 mit den Zulassungszeichen „F im Fünfeck“ und „PTB im Viereck“."", ""correct"": true}]"
2.60;Kapitel I. 33;2. Rechte und Pflichten;38;multiple_choice;Schusswaffen können vorübergehend überlassen werden:;;"[{""key"": ""a"", ""text"": ""dem Inhaber einer WBK."", ""correct"": true}, {""key"": ""b"", ""text"": ""einer Person des persönlichen Vertrauens."", ""correct"": false}, {""key"": ""c"", ""text"": ""einer Person mit bestandener Sachkundeprüfung."", ""correct"": false}]"
2.61;Kapitel I. 33;2. Rechte und Pflichten;38;multiple_choice;Wem darf auf einer Schießstätte eine Kleinkaliber-Pistole überlassen werden, wenn eine für die Jugendarbeit geeignete Aufsichtsperson zur Verfügung steht?;;"[{""key"": ""a"", ""text"": ""Einem 12-jährigen, wenn eine schriftliche oder elektronische Einverständniserklärung des Sorgeberechtigten vorliegt."", ""correct"": false}, {""key"": ""b"", ""text"": ""Einem 14-jährigen, wenn eine schriftliche oder elektronische Einverständniserklärung des Sorgeberechtigten vorliegt."", ""correct"": true}, {""key"": ""c"", ""text"": ""Einem 14-jährigen, aber nur wenn er Mitglied der Schützenjugend ist."", ""correct"": false}]"
2.62;Kapitel I. 33;2. Rechte und Pflichten;38;multiple_choice;Wem dürfen Sie während Ihres 3-wöchigen Urlaubs ihre erlaubnispflichtigen Schusswaffen zur Aufbewahrung überlassen?;;"[{""key"": ""a"", ""text"": ""befreundeten Polizeibeamten"", ""correct"": false}, {""key"": ""b"", ""text"": ""Inhabern einer Waffenbesitzkarte"", ""correct"": true}, {""key"": ""c"", ""text"": ""besonders vertrauenswürdigen Personen (z.B. Notar, Pfarrer)"", ""correct"": false}]"
2.63;Kapitel I. 34;2. Rechte und Pflichten;39;multiple_choice;Wer benötigt keinen Waffenschein?;;"[{""key"": ""a"", ""text"": ""Derjenige, der eine erlaubnispflichtige Kurzwaffe als Bewachungsunternehmer im Rahmen seiner Tätigkeit führt."", ""correct"": false}, {""key"": ""b"", ""text"": ""Derjenige, der eine erlaubnispflichtige Kurzwaffe während einer traditionellen Brauchtumsveranstaltung (z.B. Schützenaufmarsch) führt."", ""correct"": false}, {""key"": ""c"", ""text"": ""Derjenige, der als Inhaber eines gültigen Jagdscheins eine erlaubnispflichtige Kurzwaffe während der berechtigten Jagdausübung führt."", ""correct"": false}]"
2.64;Kapitel I. 34;2. Rechte und Pflichten;39;multiple_choice;Was darf der Inhaber eines Kleinen Waffenscheins?;;"[{""key"": ""a"", ""text"": ""Schreckschuss-, Reizstoff- und Signalwaffen mit dem Zulassungszeichen „PTB im Kreis“ in der Öffentlichkeit (ausgenommen öffentliche Veranstaltungen) führen."", ""correct"": true}, {""key"": ""b"", ""text"": ""Druckluft- und CO2-Waffen mit dem Zulassungszeichen „F im Fünfeck“ in der Öffentlichkeit (ausgenommen öffentliche Veranstaltungen) führen."", ""correct"": false}, {""key"": ""c"", ""text"": ""Erlaubnispflichtige Schusswaffen lediglich vorübergehend, höchstens aber für einen Monat von einem Berechtigen zur sicheren Lagerung übernehmen."", ""correct"": false}]"
2.65;Kapitel I. 35;2. Rechte und Pflichten;40;multiple_choice;Wozu berechtigt der Kleine Waffenschein?;;"[{""key"": ""a"", ""text"": ""Zum Erwerb von Schreckschuss-, Reizstoff- und Signalwaffen, sofern diese das Zulassungszeichen „PTB im Kreis“ tragen."", ""correct"": false}, {""key"": ""b"", ""text"": ""Zum Besitz von Schreckschuss-, Reizstoff- und Signalwaffen, sofern diese das Zulassungszeichen „PTB im Kreis“ tragen."", ""correct"": false}, {""key"": ""c"", ""text"": ""Zum Führen von Schreckschuss-, Reizstoff- und Signalwaffen, sofern diese das Zulassungszeichen „PTB im Kreis“ tragen."", ""correct"": true}]"
2.66;Kapitel I. 35;2. Rechte und Pflichten;40;multiple_choice;Welche Erlaubnisse berechtigen zum zugriffsbereiten Führen außerhalb der eigenen Wohnung, der eigenen Geschäftsräume und des eigenen befriedeten Besitztums einer Druckluftwaffe (mit Zulassungszeichen „F im Fünfeck“)?;;"[{""key"": ""a"", ""text"": ""Kleiner Waffenschein in Verbindung mit einem gültigen Ausweis"", ""correct"": false}, {""key"": ""b"", ""text"": ""Waffenbesitzkarte in Verbindung mit Sportschützenausweis"", ""correct"": false}, {""key"": ""c"", ""text"": ""Waffenschein oder behördliche Ausnahmegenehmigung"", ""correct"": true}]"
2.67;Kapitel I. 35;2. Rechte und Pflichten;40;multiple_choice;Welche Gegenstände dürfen grundsätzlich nicht in der Öffentlichkeit geführt werden?;;"[{""key"": ""a"", ""text"": ""Anscheinswaffen (originalgetreue Imitate von Feuerwaffen)"", ""correct"": true}, {""key"": ""b"", ""text"": ""Schweizer Taschenmesser und Gurtschneider"", ""correct"": false}, {""key"": ""c"", ""text"": ""Feststehende Messer mit einer Klingenlänge über 12 cm und Einhandmesser"", ""correct"": true}]"
2.68;Kapitel I. 35;2. Rechte und Pflichten;40;multiple_choice;Unter welchen Voraussetzungen dürfen Hieb- und Stoßwaffen, feststehende Messer mit einer Klingenlänge über 12 cm und Einhandmesser ausnahmsweise in der Öffentlichkeit geführt werden?;;"[{""key"": ""a"", ""text"": ""Für den Fall, dass man sich irgendwann einmal selbst verteidigen muss."", ""correct"": false}, {""key"": ""b"", ""text"": ""Beim Transport in einem verschlossenen Behältnis."", ""correct"": true}, {""key"": ""c"", ""text"": ""Sofern ein berechtigtes Interesse am Führen vorliegt (z. B. im Zusammenhang mit der Berufsausübung, der Brauchtumspflege, dem Sport oder einem allgemein anerkannten Zweck)."", ""correct"": true}]"
2.69;Kapitel I. 36;2. Rechte und Pflichten;41;multiple_choice;Wer benötigt einen Waffenschein?;;"[{""key"": ""a"", ""text"": ""Wer eine erlaubnispflichtige Schusswaffe besitzt."", ""correct"": false}, {""key"": ""b"", ""text"": ""Wer als Berechtigter mehr als drei Waffen zum Schießstand transportieren will."", ""correct"": false}, {""key"": ""c"", ""text"": ""Wer eine Schusswaffe außerhalb der eigenen Wohnung, Geschäftsräume, des befriedeten Besitztums oder der Schießstätte zugriffsbereit führen möchte."", ""correct"": true}]"
2.70;Kapitel I. 36;2. Rechte und Pflichten;41;multiple_choice;Zum Führen welcher Waffen benötigt man keine Erlaubnis?;;"[{""key"": ""a"", ""text"": ""Waffen mit dem Zeichen"", ""correct"": false}, {""key"": ""b"", ""text"": ""Reizstoff-Sprühdosen mit dem Zeichen"", ""correct"": true}, {""key"": ""c"", ""text"": ""Waffen mit dem Zeichen"", ""correct"": false}]"
2.71;Kapitel I. 36;2. Rechte und Pflichten;41;multiple_choice;Für welche Art des Umgangs mit Schusswaffen benötigt man einen Waffenschein?;;"[{""key"": ""a"", ""text"": ""Transport einer erlaubnispflichtigen Waffe zum Schießstand"", ""correct"": false}, {""key"": ""b"", ""text"": ""Selbstschutz zu Hause"", ""correct"": false}, {""key"": ""c"", ""text"": ""Zugriffsbereites Führen einer erlaubnispflichtigen Waffe auf der Straße"", ""correct"": true}]"
2.72;Kapitel I. 36;2. Rechte und Pflichten;41;multiple_choice;Als Erlaubnis zum zugriffsbereiten Führen einer Waffe braucht man den Kleinen Waffenschein für...;;"[{""key"": ""a"", ""text"": ""Druckluft-, Federdruck-, CO2 Waffen."", ""correct"": false}, {""key"": ""b"", ""text"": ""Schreckschuss-, Reizstoff-, Signalwaffen mit dem Zeichen „PTB im Kreis“ (PTB = Physikalisch-Technische Bundesanstalt)."", ""correct"": true}, {""key"": ""c"", ""text"": ""Feuerwaffen, die nicht zugriffs- und nicht schussbereit transportiert werden."", ""correct"": false}]"
2.73;Kapitel I. 37;2. Rechte und Pflichten;42;self_assessment;Wie ist eine Schusswaffe von der Wohnung zu der Schießstätte zu transportieren, wenn kein Waffenschein erteilt wurde?;Beim Transport darf die Waffe nicht zugriffsbereit und nicht schussbereit sein.;[]
2.74;Kapitel I. 37;2. Rechte und Pflichten;42;multiple_choice;a) Welche Signalwaffen können erlaubnisfrei erworben werden? b) Dürfen diese zugriffsbereit geführt werden?;;"[{""key"": ""a"", ""text"": ""Signalwaffen mit dem Bauartzulassungszeichen „PTB im Kreis“ (PTB = PhysikalischTechnische Bundesanstalt)."", ""correct"": false}, {""key"": ""b"", ""text"": ""Das Führen ist nur mit dem Kleinen Waffenschein erlaubt."", ""correct"": false}]"
2.75;Kapitel I. 37;2. Rechte und Pflichten;42;self_assessment;Benötigen Jäger zur befugten Jagdausübung einen Waffenschein?;Nein;[]
